 SALE PRICE ,BUILDING CLASS CATEGORY
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"30,000",10  COOPS . ELEVATOR APARTMENTS             
"122,000",10  COOPS . ELEVATOR APARTMENTS             
"110,000",10  COOPS . ELEVATOR APARTMENTS             
"135,000",10  COOPS . ELEVATOR APARTMENTS             
"145,000",10  COOPS . ELEVATOR APARTMENTS             
"100,000",10  COOPS . ELEVATOR APARTMENTS             
"127,500",10  COOPS . ELEVATOR APARTMENTS             
"975,000",14  RENTALS . 4.10 UNIT                     
"1,890,000",22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"925,000",22  STORE BUILDINGS                         
"300,000",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
"1,140,000",35  INDOOR PUBLIC AND CULTURAL FACILITIES   
 .   ,41  TAX CLASS 4 . OTHER                     
 .   ,01  ONE FAMILY DWELLINGS                    
"1,485,369",01  ONE FAMILY DWELLINGS                    
"2,225,000",01  ONE FAMILY DWELLINGS                    
"395,000",01  ONE FAMILY DWELLINGS                    
"3,717,700",01  ONE FAMILY DWELLINGS                    
"1,750,000",01  ONE FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"3,000",02  TWO FAMILY DWELLINGS                    
"2,500,000",02  TWO FAMILY DWELLINGS                    
"2,500,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"2,995,000",02  TWO FAMILY DWELLINGS                    
"1,400,000",02  TWO FAMILY DWELLINGS                    
"2,237,500",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"998,000",02  TWO FAMILY DWELLINGS                    
"4,775,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"2,385,000",02  TWO FAMILY DWELLINGS                    
"4,210,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"3,200,000",02  TWO FAMILY DWELLINGS                    
"1,527,090",02  TWO FAMILY DWELLINGS                    
"1,575,000",02  TWO FAMILY DWELLINGS                    
"2,100,000",02  TWO FAMILY DWELLINGS                    
"4,150,000",02  TWO FAMILY DWELLINGS                    
"3,400,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"2,000,000",03  THREE FAMILY DWELLINGS                  
"2,100,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"1,300,000",03  THREE FAMILY DWELLINGS                  
"2,500,000",03  THREE FAMILY DWELLINGS                  
10,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"2,450,000",03  THREE FAMILY DWELLINGS                  
"2,900,000",03  THREE FAMILY DWELLINGS                  
"3,972,100",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"2,250,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"2,650,000",03  THREE FAMILY DWELLINGS                  
"140,000",03  THREE FAMILY DWELLINGS                  
"70,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"501,000",03  THREE FAMILY DWELLINGS                  
"1,675,000",04  TAX CLASS 1 CONDOS                      
"2,995,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
10,07  RENTALS . WALKUP APARTMENTS             
"1,890,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"2,535,000",07  RENTALS . WALKUP APARTMENTS             
"4,700,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"2,500,000",07  RENTALS . WALKUP APARTMENTS             
"2,615,270",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"2,100,000",07  RENTALS . WALKUP APARTMENTS             
"1,863,315",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,750,000",07  RENTALS . WALKUP APARTMENTS             
"3,300,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,08  RENTALS . ELEVATOR APARTMENTS           
"897,500",09  COOPS . WALKUP APARTMENTS               
"420,000",09  COOPS . WALKUP APARTMENTS               
"730,000",09  COOPS . WALKUP APARTMENTS               
"775,000",09  COOPS . WALKUP APARTMENTS               
"815,000",09  COOPS . WALKUP APARTMENTS               
"1,535,000",09  COOPS . WALKUP APARTMENTS               
"1,091,000",09  COOPS . WALKUP APARTMENTS               
"281,409",09  COOPS . WALKUP APARTMENTS               
"399,000",09  COOPS . WALKUP APARTMENTS               
"430,000",09  COOPS . WALKUP APARTMENTS               
"850,000",09  COOPS . WALKUP APARTMENTS               
"894,000",09  COOPS . WALKUP APARTMENTS               
"480,000",09  COOPS . WALKUP APARTMENTS               
 .   ,09  COOPS . WALKUP APARTMENTS               
 .   ,10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"782,000",10  COOPS . ELEVATOR APARTMENTS             
"720,000",10  COOPS . ELEVATOR APARTMENTS             
"475,000",10  COOPS . ELEVATOR APARTMENTS             
"587,000",10  COOPS . ELEVATOR APARTMENTS             
"430,000",10  COOPS . ELEVATOR APARTMENTS             
"825,000",10  COOPS . ELEVATOR APARTMENTS             
"30,545",10  COOPS . ELEVATOR APARTMENTS             
"330,000",10  COOPS . ELEVATOR APARTMENTS             
"460,000",10  COOPS . ELEVATOR APARTMENTS             
"349,000",10  COOPS . ELEVATOR APARTMENTS             
"569,000",10  COOPS . ELEVATOR APARTMENTS             
"500,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"790,000",10  COOPS . ELEVATOR APARTMENTS             
"510,000",10  COOPS . ELEVATOR APARTMENTS             
"750,000",10  COOPS . ELEVATOR APARTMENTS             
"540,000",10  COOPS . ELEVATOR APARTMENTS             
"320,000",10  COOPS . ELEVATOR APARTMENTS             
"825,000",10  COOPS . ELEVATOR APARTMENTS             
"337,000",10  COOPS . ELEVATOR APARTMENTS             
"467,500",10  COOPS . ELEVATOR APARTMENTS             
"760,000",10  COOPS . ELEVATOR APARTMENTS             
"368,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"642,000",10  COOPS . ELEVATOR APARTMENTS             
"299,000",10  COOPS . ELEVATOR APARTMENTS             
"385,000",10  COOPS . ELEVATOR APARTMENTS             
"645,000",10  COOPS . ELEVATOR APARTMENTS             
"387,000",10  COOPS . ELEVATOR APARTMENTS             
"392,000",10  COOPS . ELEVATOR APARTMENTS             
"433,000",10  COOPS . ELEVATOR APARTMENTS             
"495,000",10  COOPS . ELEVATOR APARTMENTS             
"400,000",10  COOPS . ELEVATOR APARTMENTS             
"452,000",10  COOPS . ELEVATOR APARTMENTS             
"450,000",10  COOPS . ELEVATOR APARTMENTS             
"495,000",10  COOPS . ELEVATOR APARTMENTS             
"840,000",10  COOPS . ELEVATOR APARTMENTS             
"899,000",10  COOPS . ELEVATOR APARTMENTS             
"310,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"448,000",10  COOPS . ELEVATOR APARTMENTS             
"435,000",10  COOPS . ELEVATOR APARTMENTS             
"425,000",10  COOPS . ELEVATOR APARTMENTS             
"340,000",10  COOPS . ELEVATOR APARTMENTS             
"432,000",10  COOPS . ELEVATOR APARTMENTS             
"376,000",10  COOPS . ELEVATOR APARTMENTS             
"956,500",12  CONDOS . WALKUP APARTMENTS              
"600,000",12  CONDOS . WALKUP APARTMENTS              
"875,000",12  CONDOS . WALKUP APARTMENTS              
"899,000",12  CONDOS . WALKUP APARTMENTS              
"825,000",12  CONDOS . WALKUP APARTMENTS              
"645,000",12  CONDOS . WALKUP APARTMENTS              
"574,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,370,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,230,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,160,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,195,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,140,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,150,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,181,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,175,000",13  CONDOS . ELEVATOR APARTMENTS            
"747,500",13  CONDOS . ELEVATOR APARTMENTS            
"1,625,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,295,000",13  CONDOS . ELEVATOR APARTMENTS            
10,13  CONDOS . ELEVATOR APARTMENTS            
"1,320,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,250,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,187,000",13  CONDOS . ELEVATOR APARTMENTS            
"900,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,030,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,668,500",13  CONDOS . ELEVATOR APARTMENTS            
"1,525,000",13  CONDOS . ELEVATOR APARTMENTS            
"550,000",13  CONDOS . ELEVATOR APARTMENTS            
"865,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,800,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,899,000",13  CONDOS . ELEVATOR APARTMENTS            
"550,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,040,000",13  CONDOS . ELEVATOR APARTMENTS            
"825,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,980,125",13  CONDOS . ELEVATOR APARTMENTS            
"1,558,750",13  CONDOS . ELEVATOR APARTMENTS            
"980,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,623,000",13  CONDOS . ELEVATOR APARTMENTS            
"890,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,250,000",13  CONDOS . ELEVATOR APARTMENTS            
"280,000",13  CONDOS . ELEVATOR APARTMENTS            
"360,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"780,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"1,500,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
10,13  CONDOS . ELEVATOR APARTMENTS            
"3,200,000",14  RENTALS . 4.10 UNIT                     
"2,500,000",14  RENTALS . 4.10 UNIT                     
 .   ,15  CONDOS . 2.10 UNIT RESIDENTIAL          
 .   ,15  CONDOS . 2.10 UNIT RESIDENTIAL          
"509,125",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,775,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,360,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,299,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,394,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,125,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"1,475,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
 .   ,15  CONDOS . 2.10 UNIT RESIDENTIAL          
"790,000",16  CONDOS . 2.10 UNIT WITH COMMERCIAL UNIT 
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"282,222",29  COMMERCIAL GARAGES                      
"242,222",29  COMMERCIAL GARAGES                      
"224,444",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,30  WAREHOUSES                              
"158,000,000",31  COMMERCIAL VACANT LAND                  
 .   ,31  COMMERCIAL VACANT LAND                  
 .   ,31  COMMERCIAL VACANT LAND                  
 .   ,31  COMMERCIAL VACANT LAND                  
 .   ,34  THEATRES                                
 .   ,37  RELIGIOUS FACILITIES                    
 .   ,41  TAX CLASS 4 . OTHER                     
"1,200,000",43  CONDO OFFICE BUILDINGS                  
"1,150,000",43  CONDO OFFICE BUILDINGS                  
"70,000",44  CONDO PARKING                           
"69,000",44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
"76,000",44  CONDO PARKING                           
"510,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"375,000",01  ONE FAMILY DWELLINGS                    
"413,400",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"581,000",01  ONE FAMILY DWELLINGS                    
"328,600",01  ONE FAMILY DWELLINGS                    
"370,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"380,000",01  ONE FAMILY DWELLINGS                    
"395,000",01  ONE FAMILY DWELLINGS                    
"360,000",01  ONE FAMILY DWELLINGS                    
"80,000",01  ONE FAMILY DWELLINGS                    
"304,200",01  ONE FAMILY DWELLINGS                    
"430,000",01  ONE FAMILY DWELLINGS                    
"465,000",01  ONE FAMILY DWELLINGS                    
"512,000",01  ONE FAMILY DWELLINGS                    
"480,000",01  ONE FAMILY DWELLINGS                    
"625,000",01  ONE FAMILY DWELLINGS                    
"363,750",01  ONE FAMILY DWELLINGS                    
"299,000",01  ONE FAMILY DWELLINGS                    
"425,000",01  ONE FAMILY DWELLINGS                    
"450,000",01  ONE FAMILY DWELLINGS                    
"354,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"460,000",01  ONE FAMILY DWELLINGS                    
"298,650",01  ONE FAMILY DWELLINGS                    
"520,000",01  ONE FAMILY DWELLINGS                    
"530,000",01  ONE FAMILY DWELLINGS                    
"425,000",01  ONE FAMILY DWELLINGS                    
"115,500",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"128,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"335,000",01  ONE FAMILY DWELLINGS                    
"520,000",01  ONE FAMILY DWELLINGS                    
"570,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"340,000",01  ONE FAMILY DWELLINGS                    
"340,000",01  ONE FAMILY DWELLINGS                    
"480,000",01  ONE FAMILY DWELLINGS                    
"580,000",01  ONE FAMILY DWELLINGS                    
"445,000",01  ONE FAMILY DWELLINGS                    
"325,000",01  ONE FAMILY DWELLINGS                    
"450,000",01  ONE FAMILY DWELLINGS                    
"737,500",01  ONE FAMILY DWELLINGS                    
"410,000",01  ONE FAMILY DWELLINGS                    
"525,000",01  ONE FAMILY DWELLINGS                    
"415,000",01  ONE FAMILY DWELLINGS                    
"375,000",01  ONE FAMILY DWELLINGS                    
"180,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"465,000",01  ONE FAMILY DWELLINGS                    
"342,000",01  ONE FAMILY DWELLINGS                    
"300,000",01  ONE FAMILY DWELLINGS                    
"230,000",01  ONE FAMILY DWELLINGS                    
"530,000",01  ONE FAMILY DWELLINGS                    
"545,000",01  ONE FAMILY DWELLINGS                    
"469,000",01  ONE FAMILY DWELLINGS                    
"375,000",01  ONE FAMILY DWELLINGS                    
"250,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"439,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"379,000",01  ONE FAMILY DWELLINGS                    
"681,164",01  ONE FAMILY DWELLINGS                    
"145,000",01  ONE FAMILY DWELLINGS                    
"469,000",01  ONE FAMILY DWELLINGS                    
"475,000",01  ONE FAMILY DWELLINGS                    
"559,000",01  ONE FAMILY DWELLINGS                    
"455,000",01  ONE FAMILY DWELLINGS                    
"405,000",01  ONE FAMILY DWELLINGS                    
"540,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"450,000",01  ONE FAMILY DWELLINGS                    
"210,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
10,01  ONE FAMILY DWELLINGS                    
"344,500",01  ONE FAMILY DWELLINGS                    
"250,000",01  ONE FAMILY DWELLINGS                    
"420,000",01  ONE FAMILY DWELLINGS                    
"430,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"480,000",01  ONE FAMILY DWELLINGS                    
"525,000",01  ONE FAMILY DWELLINGS                    
"280,000",01  ONE FAMILY DWELLINGS                    
"482,500",01  ONE FAMILY DWELLINGS                    
"365,000",01  ONE FAMILY DWELLINGS                    
"259,000",01  ONE FAMILY DWELLINGS                    
"200,000",01  ONE FAMILY DWELLINGS                    
"402,000",01  ONE FAMILY DWELLINGS                    
"450,000",01  ONE FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"570,000",02  TWO FAMILY DWELLINGS                    
"530,000",02  TWO FAMILY DWELLINGS                    
"423,000",02  TWO FAMILY DWELLINGS                    
1,02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"419,000",02  TWO FAMILY DWELLINGS                    
"415,000",02  TWO FAMILY DWELLINGS                    
"585,000",02  TWO FAMILY DWELLINGS                    
"625,000",02  TWO FAMILY DWELLINGS                    
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
"450,000",05  TAX CLASS 1 VACANT LAND                 
"275,000",05  TAX CLASS 1 VACANT LAND                 
"225,000",05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
"100,000",05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
"55,000",05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
"280,000",05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,05  TAX CLASS 1 VACANT LAND                 
"140,000",05  TAX CLASS 1 VACANT LAND                 
 .   ,06  TAX CLASS 1 . OTHER                     
 .   ,06  TAX CLASS 1 . OTHER                     
 .   ,06  TAX CLASS 1 . OTHER                     
 .   ,06  TAX CLASS 1 . OTHER                     
 .   ,39  TRANSPORTATION FACILITIES               
 .   ,41  TAX CLASS 4 . OTHER                     
"750,000",01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
"3,920,262",01  ONE FAMILY DWELLINGS                    
"3,595,000",01  ONE FAMILY DWELLINGS                    
"2,688,000",01  ONE FAMILY DWELLINGS                    
"1,305,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,200,000",01  ONE FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"3,775,000",02  TWO FAMILY DWELLINGS                    
"1,530,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"2,535,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"725,000",02  TWO FAMILY DWELLINGS                    
"3,100,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,362,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"943,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,650,000",02  TWO FAMILY DWELLINGS                    
"838,370",02  TWO FAMILY DWELLINGS                    
"851,992",02  TWO FAMILY DWELLINGS                    
"1,250,000",02  TWO FAMILY DWELLINGS                    
"150,000",02  TWO FAMILY DWELLINGS                    
"1,550,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,530,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,390,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"860,000",02  TWO FAMILY DWELLINGS                    
 .   ,03  THREE FAMILY DWELLINGS                  
"2,760,000",03  THREE FAMILY DWELLINGS                  
"3,500,000",03  THREE FAMILY DWELLINGS                  
"1,500,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"1,440,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"1,550,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"1,150,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"2,145,000",03  THREE FAMILY DWELLINGS                  
"2,145,000",03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"1,450,000",03  THREE FAMILY DWELLINGS                  
10,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
 .   ,03  THREE FAMILY DWELLINGS                  
"960,000",03  THREE FAMILY DWELLINGS                  
"965,000",04  TAX CLASS 1 CONDOS                      
"1,310,000",04  TAX CLASS 1 CONDOS                      
"395,000",04  TAX CLASS 1 CONDOS                      
"640,000",04  TAX CLASS 1 CONDOS                      
"899,000",04  TAX CLASS 1 CONDOS                      
"825,000",04  TAX CLASS 1 CONDOS                      
"1,177,142",04  TAX CLASS 1 CONDOS                      
 .   ,05  TAX CLASS 1 VACANT LAND                 
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"3,700,000",07  RENTALS . WALKUP APARTMENTS             
"2,560,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"2,975,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,900,000",07  RENTALS . WALKUP APARTMENTS             
"5,000,000",07  RENTALS . WALKUP APARTMENTS             
"3,575,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"27,200,000",08  RENTALS . ELEVATOR APARTMENTS           
 .   ,08  RENTALS . ELEVATOR APARTMENTS           
"464,500",09  COOPS . WALKUP APARTMENTS               
"732,500",09  COOPS . WALKUP APARTMENTS               
"550,000",09  COOPS . WALKUP APARTMENTS               
"820,000",09  COOPS . WALKUP APARTMENTS               
"1,260,000",12  CONDOS . WALKUP APARTMENTS              
"972,500",12  CONDOS . WALKUP APARTMENTS              
"690,000",12  CONDOS . WALKUP APARTMENTS              
"1,295,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"795,000",13  CONDOS . ELEVATOR APARTMENTS            
"999,999",13  CONDOS . ELEVATOR APARTMENTS            
"1,475,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,400,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,818,461",13  CONDOS . ELEVATOR APARTMENTS            
"2,253,332",13  CONDOS . ELEVATOR APARTMENTS            
"1,647,473",13  CONDOS . ELEVATOR APARTMENTS            
"2,803,187",13  CONDOS . ELEVATOR APARTMENTS            
"2,879,006",13  CONDOS . ELEVATOR APARTMENTS            
"3,108,662",13  CONDOS . ELEVATOR APARTMENTS            
"2,475,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,156,598",13  CONDOS . ELEVATOR APARTMENTS            
"1,678,021",13  CONDOS . ELEVATOR APARTMENTS            
"2,370,431",13  CONDOS . ELEVATOR APARTMENTS            
"2,640,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,192,237",13  CONDOS . ELEVATOR APARTMENTS            
"2,411,161",13  CONDOS . ELEVATOR APARTMENTS            
"2,375,522",13  CONDOS . ELEVATOR APARTMENTS            
"2,222,785",13  CONDOS . ELEVATOR APARTMENTS            
"1,846,032",13  CONDOS . ELEVATOR APARTMENTS            
"2,404,717",13  CONDOS . ELEVATOR APARTMENTS            
"2,273,697",13  CONDOS . ELEVATOR APARTMENTS            
"1,300,000",13  CONDOS . ELEVATOR APARTMENTS            
"670,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"1,750,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"1,065,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"595,000",13  CONDOS . ELEVATOR APARTMENTS            
"670,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,500,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,489,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"985,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,275,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"999,000",13  CONDOS . ELEVATOR APARTMENTS            
"828,000",13  CONDOS . ELEVATOR APARTMENTS            
"2,450,000",14  RENTALS . 4.10 UNIT                     
