 SALE PRICE ,BUILDING CLASS CATEGORY
"775,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
10,15  CONDOS . 2.10 UNIT RESIDENTIAL          
"2,000,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"880,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"2,100,000",21  OFFICE BUILDINGS                        
 .   ,22  STORE BUILDINGS                         
 .   ,27  FACTORIES                               
"2,848,320",27  FACTORIES                               
"1,451,680",27  FACTORIES                               
"1,100,000",27  FACTORIES                               
 .   ,27  FACTORIES                               
"3,200,000",27  FACTORIES                               
"2,775,000",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
"35,110,000",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
"600,000",29  COMMERCIAL GARAGES                      
"1,660,000",29  COMMERCIAL GARAGES                      
 .   ,30  WAREHOUSES                              
 .   ,30  WAREHOUSES                              
"6,700,000",30  WAREHOUSES                              
 .   ,30  WAREHOUSES                              
 .   ,30  WAREHOUSES                              
 .   ,30  WAREHOUSES                              
 .   ,31  COMMERCIAL VACANT LAND                  
"2,600,000",41  TAX CLASS 4 . OTHER                     
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
"1,800,000",46  CONDO STORE BUILDINGS                   
"1,300,000",48  CONDO TERRACES/GARDENS/CABANAS          
 .   ,48  CONDO TERRACES/GARDENS/CABANAS          
 .   ,48  CONDO TERRACES/GARDENS/CABANAS          
 .   ,01  ONE FAMILY DWELLINGS                    
"820,000",01  ONE FAMILY DWELLINGS                    
"1,100,000",01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"838,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"833,800",01  ONE FAMILY DWELLINGS                    
"955,000",01  ONE FAMILY DWELLINGS                    
"760,000",01  ONE FAMILY DWELLINGS                    
"800,000",01  ONE FAMILY DWELLINGS                    
"650,000",01  ONE FAMILY DWELLINGS                    
"800,000",01  ONE FAMILY DWELLINGS                    
10,01  ONE FAMILY DWELLINGS                    
"790,000",01  ONE FAMILY DWELLINGS                    
"839,900",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"740,000",01  ONE FAMILY DWELLINGS                    
"650,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,150,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
10,01  ONE FAMILY DWELLINGS                    
"820,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
"968,000",01  ONE FAMILY DWELLINGS                    
"748,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"730,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"830,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"170,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"580,000",01  ONE FAMILY DWELLINGS                    
"1,288,000",01  ONE FAMILY DWELLINGS                    
"405,000",01  ONE FAMILY DWELLINGS                    
"448,000",01  ONE FAMILY DWELLINGS                    
"946,972",01  ONE FAMILY DWELLINGS                    
"499,000",01  ONE FAMILY DWELLINGS                    
"473,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"640,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"590,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"385,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"269,000",01  ONE FAMILY DWELLINGS                    
"600,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"753,000",01  ONE FAMILY DWELLINGS                    
"31,000",01  ONE FAMILY DWELLINGS                    
"715,000",01  ONE FAMILY DWELLINGS                    
"760,000",01  ONE FAMILY DWELLINGS                    
"733,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"590,000",01  ONE FAMILY DWELLINGS                    
"680,000",01  ONE FAMILY DWELLINGS                    
"750,500",01  ONE FAMILY DWELLINGS                    
"490,000",01  ONE FAMILY DWELLINGS                    
"1,520,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"690,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"655,000",01  ONE FAMILY DWELLINGS                    
"578,000",01  ONE FAMILY DWELLINGS                    
"396,800",01  ONE FAMILY DWELLINGS                    
"515,000",01  ONE FAMILY DWELLINGS                    
"545,000",01  ONE FAMILY DWELLINGS                    
"575,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"448,000",01  ONE FAMILY DWELLINGS                    
"700,000",01  ONE FAMILY DWELLINGS                    
"1,500,000",01  ONE FAMILY DWELLINGS                    
"661,000",01  ONE FAMILY DWELLINGS                    
"1,260,000",02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"1,050,000",02  TWO FAMILY DWELLINGS                    
"930,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"875,000",02  TWO FAMILY DWELLINGS                    
"989,000",02  TWO FAMILY DWELLINGS                    
"899,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"850,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"1,050,000",02  TWO FAMILY DWELLINGS                    
"560,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"400,000",02  TWO FAMILY DWELLINGS                    
"983,000",02  TWO FAMILY DWELLINGS                    
"663,000",02  TWO FAMILY DWELLINGS                    
"1,125,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,220,000",02  TWO FAMILY DWELLINGS                    
"992,000",02  TWO FAMILY DWELLINGS                    
"1,130,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"220,000",02  TWO FAMILY DWELLINGS                    
"625,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,180,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,230,000",02  TWO FAMILY DWELLINGS                    
"938,000",02  TWO FAMILY DWELLINGS                    
"998,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,310,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,310,000",02  TWO FAMILY DWELLINGS                    
"768,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"710,000",02  TWO FAMILY DWELLINGS                    
"580,000",02  TWO FAMILY DWELLINGS                    
"430,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"890,000",02  TWO FAMILY DWELLINGS                    
"980,000",02  TWO FAMILY DWELLINGS                    
"1,280,000",02  TWO FAMILY DWELLINGS                    
"1,120,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"870,000",02  TWO FAMILY DWELLINGS                    
"998,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
"910,000",02  TWO FAMILY DWELLINGS                    
"1,060,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"978,000",02  TWO FAMILY DWELLINGS                    
"780,000",02  TWO FAMILY DWELLINGS                    
"1,178,500",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"968,000",02  TWO FAMILY DWELLINGS                    
"495,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"915,000",02  TWO FAMILY DWELLINGS                    
"1,450,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"207,000",02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"800,000",02  TWO FAMILY DWELLINGS                    
"833,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,088,000",02  TWO FAMILY DWELLINGS                    
"750,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"905,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,230,000",02  TWO FAMILY DWELLINGS                    
"850,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"940,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,080,000",02  TWO FAMILY DWELLINGS                    
"1,080,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"900,700",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"777,000",02  TWO FAMILY DWELLINGS                    
"650,000",02  TWO FAMILY DWELLINGS                    
"798,000",02  TWO FAMILY DWELLINGS                    
"1,170,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"960,000",02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
"1,230,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"815,000",02  TWO FAMILY DWELLINGS                    
"825,000",02  TWO FAMILY DWELLINGS                    
"880,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"550,000",02  TWO FAMILY DWELLINGS                    
"940,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"805,000",02  TWO FAMILY DWELLINGS                    
"495,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"820,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,170,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"918,000",02  TWO FAMILY DWELLINGS                    
"224,985",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,170,000",02  TWO FAMILY DWELLINGS                    
"322,800",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"930,000",02  TWO FAMILY DWELLINGS                    
"580,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"350,000",02  TWO FAMILY DWELLINGS                    
"1,185,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"850,000",02  TWO FAMILY DWELLINGS                    
"988,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"750,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
